row_order,industry_name,naics_code,industry_name_norm,series_id,supersector_code,industry_code,data_type_code,seasonal,series_title,footnote_codes,begin_year,begin_period,end_year,end_period,display_level,matched,industry_code_8,parent_series_id,parent_rule,denominator_opt1,denominator_opt1_name,denominator_opt2,denominator_opt2_name,denominator_opt3,denominator_opt3_name,denominator_opt4,denominator_opt4_name,denominator_opt5,denominator_opt5_name
727,Vocational rehabilitation services,6243,vocational rehabilitation services,CES6562430001,65,65624300,1,S,"All employees, thousands, vocational rehabilitation services, seasonally adjusted",,1972,M01,2026,M01,5,True,65624300,CES6562400001,parent_3digit,CES6562400001,Social assistance,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
728,Child care services,6244,child care services,CES6562440001,65,65624400,1,S,"All employees, thousands, child care services, seasonally adjusted",,1985,M01,2026,M01,5,True,65624400,CES6562400001,parent_3digit,CES6562400001,Social assistance,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
729,Leisure and hospitality,,leisure and hospitality,CES7000000001,70,70000000,1,S,"All employees, thousands, leisure and hospitality, seasonally adjusted",,1939,M01,2026,M01,2,True,70000000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES0700000001,Service-providing,CES0700000001,Service-providing,CES0700000001,Service-providing,CES0500000001,Total private
730,"Arts, entertainment, and recreation",71,arts entertainment and recreation,CES7071000001,70,70710000,1,S,"All employees, thousands, arts, entertainment, and recreation, seasonally adjusted",,1990,M01,2026,M01,3,True,70710000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES0700000001,Service-providing,CES7000000001,Leisure and hospitality,CES0700000001,Service-providing,CES0500000001,Total private
731,"Performing arts, spectator sports, and related industries",711,performing arts spectator sports and related industries,CES7071100001,70,70711000,1,S,"All employees, thousands, performing arts, spectator sports, and related industries, seasonally adjusted",,1990,M01,2026,M01,4,True,70711000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES7071000001,"Arts, entertainment, and recreation",CES7000000001,Leisure and hospitality,CES0700000001,Service-providing,CES0500000001,Total private
732,Performing arts companies,7111,performing arts companies,CES7071110001,70,70711100,1,S,"All employees, thousands, performing arts companies, seasonally adjusted",I,1990,M01,2025,M12,5,True,70711100,CES7071100001,parent_3digit,CES7071100001,"Performing arts, spectator sports, and related industries",CES7071000001,"Arts, entertainment, and recreation",CES7000000001,Leisure and hospitality,CES0700000001,Service-providing,CES0500000001,Total private
733,Musical groups and artists,71113,musical groups and artists,CES7071113001,70,70711130,1,S,"All employees, thousands, musical groups and artists, seasonally adjusted",I,1990,M01,2025,M12,6,True,70711130,CES7071100001,parent_3digit,CES7071100001,"Performing arts, spectator sports, and related industries",CES7071000001,"Arts, entertainment, and recreation",CES7000000001,Leisure and hospitality,CES0700000001,Service-providing,CES0500000001,Total private
734,"Theater, dance, and other performing arts companies and dinner theaters","71111,2,9",theater dance and other performing arts companies and dinner theaters,CES7071119001,70,70711190,1,S,"All employees, thousands, theater, dance, and other performing arts companies and dinner theaters, seasonally adjusted",I,1990,M01,2025,M12,6,True,70711190,CES7071100001,parent_3digit,CES7071100001,"Performing arts, spectator sports, and related industries",CES7071000001,"Arts, entertainment, and recreation",CES7000000001,Leisure and hospitality,CES0700000001,Service-providing,CES0500000001,Total private
735,Spectator sports,7112,spectator sports,CES7071120001,70,70711200,1,S,"All employees, thousands, spectator sports, seasonally adjusted",I,1990,M01,2025,M12,5,True,70711200,CES7071100001,parent_3digit,CES7071100001,"Performing arts, spectator sports, and related industries",CES7071000001,"Arts, entertainment, and recreation",CES7000000001,Leisure and hospitality,CES0700000001,Service-providing,CES0500000001,Total private
736,Sports teams and clubs,711211,sports teams and clubs,CES7071121101,70,70711211,1,S,"All employees, thousands, sports teams and clubs, seasonally adjusted",I,1990,M01,2025,M12,7,True,70711211,CES7071100001,parent_3digit,CES7071100001,"Performing arts, spectator sports, and related industries",CES7071000001,"Arts, entertainment, and recreation",CES7000000001,Leisure and hospitality,CES0700000001,Service-providing,CES0500000001,Total private
737,Racetracks and other spectator sports,"711212,9",racetracks and other spectator sports,CES7071121901,70,70711219,1,S,"All employees, thousands, racetracks and other spectator sports, seasonally adjusted",I,1990,M01,2025,M12,7,True,70711219,CES7071100001,parent_3digit,CES7071100001,"Performing arts, spectator sports, and related industries",CES7071000001,"Arts, entertainment, and recreation",CES7000000001,Leisure and hospitality,CES0700000001,Service-providing,CES0500000001,Total private
738,Arts and sports promoters and agents and managers for public figures,"7113,4",arts and sports promoters and agents and managers for public figures,CES7071130001,70,70711300,1,S,"All employees, thousands, arts and sports promoters and agents and managers for public figures, seasonally adjusted",I,1990,M01,2025,M12,5,True,70711300,CES7071100001,parent_3digit,CES7071100001,"Performing arts, spectator sports, and related industries",CES7071000001,"Arts, entertainment, and recreation",CES7000000001,Leisure and hospitality,CES0700000001,Service-providing,CES0500000001,Total private
739,"Independent artists, writers, and performers",7115,independent artists writers and performers,CES7071150001,70,70711500,1,S,"All employees, thousands, independent artists, writers, and performers, seasonally adjusted",I,1990,M01,2025,M12,5,True,70711500,CES7071100001,parent_3digit,CES7071100001,"Performing arts, spectator sports, and related industries",CES7071000001,"Arts, entertainment, and recreation",CES7000000001,Leisure and hospitality,CES0700000001,Service-providing,CES0500000001,Total private
740,"Museums, historical sites, and similar institutions",712,museums historical sites and similar institutions,CES7071200001,70,70712000,1,S,"All employees, thousands, museums, historical sites, and similar institutions, seasonally adjusted",,1990,M01,2026,M01,4,True,70712000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES7071000001,"Arts, entertainment, and recreation",CES7000000001,Leisure and hospitality,CES0700000001,Service-providing,CES0500000001,Total private
741,Museums,71211,museums,CES7071211001,70,70712110,1,S,"All employees, thousands, museums, seasonally adjusted",I,1990,M01,2025,M12,6,True,70712110,CES7071200001,parent_3digit,CES7071200001,"Museums, historical sites, and similar institutions",CES7071000001,"Arts, entertainment, and recreation",CES7000000001,Leisure and hospitality,CES0700000001,Service-providing,CES0500000001,Total private
742,"Historical sites, zoos, botanical gardens, nature parks, and other similar institutions","71212,3,9",historical sites zoos botanical gardens nature parks and other similar institutions,CES7071219001,70,70712190,1,S,"All employees, thousands, historical sites, zoos, botanical gardens, nature parks, and other similar institutions, seasonally adjusted",I,1990,M01,2025,M12,6,True,70712190,CES7071200001,parent_3digit,CES7071200001,"Museums, historical sites, and similar institutions",CES7071000001,"Arts, entertainment, and recreation",CES7000000001,Leisure and hospitality,CES0700000001,Service-providing,CES0500000001,Total private
743,"Amusement, gambling, and recreation industries",713,amusement gambling and recreation industries,CES7071300001,70,70713000,1,S,"All employees, thousands, amusement, gambling, and recreation industries, seasonally adjusted",,1990,M01,2026,M01,4,True,70713000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES7071000001,"Arts, entertainment, and recreation",CES7000000001,Leisure and hospitality,CES0700000001,Service-providing,CES0500000001,Total private
